FID,OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_STAr,Shape_STLe,Shape__Area,Shape__Length,NUMPOINTS
115,115,25,25,100603,25025100603,1006.03,Census Tract 1006.03,G5020,S,886469,343678,42.2915512,-71.0413191,13240240.16,18928.59382,2249498.371,7803.011689,134
116,116,25,25,92101,25025092101,921.01,Census Tract 921.01,G5020,S,1291966,64101,42.2979499,-71.0541278,14595579.23,19604.33944,2480332.152,8082.137327,789
117,117,25,25,61101,25025061101,611.01,Census Tract 611.01,G5020,S,165282,0,42.3262844,-71.0542968,1778928.975,6871.310008,302571.7969,2835.969487,15
118,118,25,25,70800,25025070800,708,Census Tract 708,G5020,S,194390,0,42.3411487,-71.080985,2092259.141,6093.163953,356031.5781,2513.414804,280
119,119,25,25,70700,25025070700,707,Census Tract 707,G5020,S,164131,0,42.3458876,-71.0761484,1766562.806,7201.67125,300653.8203,2970.480711,237
120,120,25,25,70600,25025070600,706,Census Tract 706,G5020,S,132532,0,42.3432584,-71.0753771,1426485.768,5694.551797,242755.5352,2348.443295,309
121,121,25,25,70500,25025070500,705,Census Tract 705,G5020,S,297278,0,42.3419361,-71.0718235,3199661.224,9311.429193,544487.4219,3839.918999,397
122,122,25,25,70300,25025070300,703,Census Tract 703,G5020,S,336063,0,42.3484105,-71.0703571,3617102.879,9299.792647,615648.9883,3837.949565,552
123,123,25,25,70200,25025070200,702,Census Tract 702,G5020,S,268778,0,42.3496539,-71.0639144,2892950.649,7747.75329,492414.0273,3195.789471,665
124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724,5273
125,125,25,25,61200,25025061200,612,Census Tract 612,G5020,S,1841489,72450,42.3398086,-71.0567242,20600050.52,25090.81396,3505260.105,10353.12783,1549
126,126,25,25,61000,25025061000,610,Census Tract 610,G5020,S,173037,0,42.3316206,-71.0499171,1862434.169,5943.291662,316828.1094,2451.893671,278
127,127,25,25,60800,25025060800,608,Census Tract 608,G5020,S,341227,0,42.3354034,-71.0514926,3672689.59,9425.632088,624854.125,3888.402388,631
128,128,25,25,60700,25025060700,607,Census Tract 607,G5020,S,128228,0,42.3385217,-71.0539041,1380119.544,4777.787105,234830.1523,1970.767246,71
129,129,25,25,80100,25025080100,801,Census Tract 801,G5020,S,1026391,0,42.3293317,-71.0705291,11047170.59,18648.50182,1879154.82,7693.603281,474
